,Game_ID,Rated_(T/F),Number_of_Turns,Game_Status,Winner,Time_Increment,Moves,Opening_Eco,Opening_Ply,Game_Duration,Elo_Difference,Duration_Category,Opening,Time_Per_Move,White_Rating_Tier,Black_Rating_Tier,Average Time
9332,wycDvCS5,True,50,mate,black,5+5,e4 g6 Nf3 Bg7 d4 d6 Bc4 e6 Qe2 a6 e5 b5 Bb3 Bb7 Bg5 Bxf3 Qxf3 Qxg5 Qxa8 Qd8 O-O Ne7 Nc3 O-O d5 dxe5 dxe6 b4 Nd5 Nxd5 Bxd5 fxe6 Bxe6+ Kh8 Rad1 Qf6 Qd5 c6 Qd6 e4 Rfe1 Qxb2 Rxe4 Qxc2 Rc4 Qxf2+ Kh1 Qf1+ Rxf1 Rxf1#,B06,2,12.55,-59,Short,Modern Defense,0.25,Intermediate,Intermediate,0.02
9333,8VQNcZOY,True,74,mate,black,5+5,e4 e5 f4 Nc6 Nf3 exf4 d4 d6 Bxf4 Bg4 Nbd2 Nxd4 Nc4 Nxf3+ gxf3 Be6 e5 d5 Ne3 f6 c4 d4 Nc2 fxe5 Bxe5 Bb4+ Nxb4 Nf6 Rg1 O-O Qe2 c5 Bxf6 Rxf6 Nd3 Qa5+ Kf2 Bxc4 Rc1 Re6 Qc2 Bxa2 Bh3 Rh6 Be6+ Rxe6 Nxc5 Re7 b3 Bxb3 Qxb3+ Kh8 Qd5 Qd2+ Kg3 Rf8 Ne4 Qf4+ Kf2 Qxf3+ Ke1 Rxe4+ Kd2 Qe3+ Kc2 Rf2+ Kb1 Re8 Qxb7 Qd3+ Ka1 Qa3+ Kb1 Qa2#,C34,6,15.85,293,Short,King's Gambit Accepted |  MacLeod Defense,0.21,Intermediate,Beginner,0.01
9334,gdF94tx2,True,94,resign,black,5+8,e4 e5 Nf3 Nf6 Bc4 Nc6 Ng5 d5 exd5 Nxd5 Nc3 Qxg5 Nxd5 Bd6 Qf3 O-O d4 Nxd4 Bxg5 Nxf3+ gxf3 f6 Bh4 Kh8 O-O-O Bh3 Bg3 Bg2 Rhe1 Bxf3 h4 Bxd1 Rxd1 Rad8 f4 e4 Re1 c6 Ne3 b5 Be6 Bb4 c3 Bc5 Nf5 Rd6 b4 Bxb4 cxb4 Rxe6 h5 Rd8 h6 g6 Ng7 Red6 f5 Rd3 Bh4 g5 Ne6 Rc3+ Kb2 Rdd3 Rc1 Rxc1 Kxc1 gxh4 Kc2 h3 Nf4 h2 Nxd3 exd3+ Kxd3 h1=Q Kc2 Qe4+ Kb2 Qxf5 Ka1 Qe5+ Kb1 Qe1+ Kb2 Qxb4+ Ka1 c5 a3 Qxa3+ Kb1 b4 Kc2 b3+,C57,8,14.94,-16,Short,Italian Game: Two Knights Defense |  Knight Attack |  Normal Variation,0.16,Intermediate,Intermediate,0.01
9335,fj8Qy0UC,True,66,resign,white,10+0,e4 c5 Nf3 Nc6 Bc4 g6 d4 cxd4 Nxd4 Bg7 Be3 a6 Qd2 d6 Nc3 Nf6 Bh6 Bxh6 Qxh6 Nxd4 Qg7 Rf8 O-O-O h5 Rxd4 b5 Bb3 Bb7 e5 dxe5 Rxd8+ Rxd8 f3 e4 fxe4 Bxe4 Nxe4 Nxe4 Qe5 Nf2 Rf1 Ng4 Qc7 f6 Re1 Ne5 a4 Rd7 Qc8+ Rd8 Qxa6 bxa4 Bxa4+ Kf7 Bb3+ Kg7 g3 Nf3 Re2 Nd2 Rxd2 f5 Rxd8 Rxd8 Qe6 Ra8,B30,4,13.8,21,Short,Sicilian Defense: Old Sicilian,0.21,Intermediate,Intermediate,0.02
9336,Qz86tCvW,True,34,resign,black,5+5,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nxd4 Qxd4 b6 Qd5 Rb8 Bf4 d6 e5 g6 Bb5+ Bd7 e6 fxe6 Bxd7+ Qxd7 Qg5 e5 Bg3 Bg7 O-O e4 Qd5 Bxb2 Re1 Nf6 Nd2 Nxd5,B32,7,7.69,-61,Short,Sicilian Defense: Open #3,0.23,Intermediate,Intermediate,0.03
9338,yn0S0FiX,False,40,resign,white,180+5,e4 c5 Nf3 g6 d4 Nc6 dxc5 e5 Be3 Nf6 Nc3 Ng4 Qd3 Nxe3 Qxe3 Nb4 Bd3 f5 Nxe5 g5 a3 f4 Qd4 Nxd3+ cxd3 Qc7 Qd5 Qxc5 Qf7+ Kd8 Qf6+ Kc7 Qxh8 Bd6 Nd5+ Qxd5 exd5 b5 Rc1+ Kb7,A42,5,19.77,-117,Short,Sicilian Defense: Hyperaccelerated Fianchetto,0.49,Intermediate,Intermediate,0.02
9339,ekoL95Wq,False,55,resign,white,180+5,e4 c5 d4 cxd4 Qxd4 Nc6 Qe3 g6 Nf3 Bg7 Bc4 d6 Ng5 e6 Nc3 Nd4 Bb3 Qa5 Nxf7 Kxf7 Qf4+ Nf6 Qxd6 Rd8 Qf4 b5 e5 Qc7 Be3 b4 Bxd4 bxc3 Bxc3 h6 O-O g5 Qf5 Rb8 exf6 Rxb3 Qh7 Rxc3 Qxg7+ Ke8 Qg6+ Kd7 Rad1+ Kc6 bxc3 Kb7 Qxh6 g4 Rxd8 Qxd8 f7,B21,3,49.28,-117,Short,Sicilian Defense: Smith-Morra Gambit #2,0.9,Intermediate,Intermediate,0.02
9340,tk42Gnsk,True,23,resign,white,10+2,e4 e6 e5 Nc6 d4 d6 Nf3 dxe5 Nxe5 Nxe5 dxe5 Qxd1+ Kxd1 b6 Bb5+ Bd7 Bxd7+ Kxd7 Nc3 Rd8 Bg5 Kc6+ Bxd8,C00,3,7.9,109,Short,French Defense: Steinitz Attack,0.34,Intermediate,Intermediate,0.04
9341,CcN5J9Y8,True,88,resign,black,15+10,f4 d5 Nf3 e6 b3 Be7 Bb2 Nf6 Nc3 O-O e3 a6 Qe2 Bd7 O-O-O b5 e4 b4 e5 bxc3 dxc3 Ng4 c4 c6 h3 Nh6 cxd5 cxd5 Qd3 Nf5 h4 Ng3 Rh3 Nxf1 Rxf1 Bb5 c4 dxc4 Qxd8 Bxd8 bxc4 Bxc4 Rd1 Bxa2 Ba3 Re8 g4 Bd5 Ng5 h6 Nf3 Bxf3 Rxf3 Nc6 g5 Rc8 Rc3 Be7 Bxe7 Rxe7 gxh6 gxh6 Rd6 Rec7 f5 exf5 Rxh6 Nxe5 Rxc7 Rxc7+ Kd2 Rc6 Rh5 Nf3+ Ke3 Nxh4 Rxh4 Re6+ Kf4 Re4+ Kg5 Rxh4 Kxh4 a5 Kg3 a4 Kf3 a3,A03,2,26.24,-27,Short,Bird Opening: Dutch Variation,0.3,Intermediate,Intermediate,0.01
9342,1bH369Cr,False,43,outoftime,white,10+0,e3 c5 Qh5 g6 Qxc5 d6 Qc3 Nf6 b4 Bg7 Bb2 O-O Qd4 e5 Qd3 Nc6 Nf3 Nxb4 Qc3 Nfd5 Qb3 Be6 c4 Nb6 Qxb4 Rc8 d3 d5 c5 Qe7 Bxe5 Bxe5 Nxe5 Qxc5 Qxc5 Rxc5 d4 Rc1+ Kd2 Rfc8 Kd3 Bf5+ e4,A00,1,13.94,-301,Short,Van't Kruijs Opening,0.32,Beginner,Intermediate,0.02
9343,fOgN81s0,True,29,resign,black,15+10,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nc6 Be3 Nf6 Nc3 a6 g3 e6 Bg2 Be7 O-O O-O Qf3 Nxd4 Bxd4 e5 Be3 Bg4 Qxg4 Nxg4 Nd5 Nxe3 fxe3,B54,6,4.36,-70,Short,Sicilian Defense #2,0.15,Intermediate,Intermediate,0.03
9344,pV3uuzKe,False,29,resign,white,10+10,e4 e5 f4 Qf6 d4 exd4 e5 Qb6 Nf3 f6 b3 fxe5 fxe5 d6 Bb2 Bg4 Be2 Bxf3 Bxf3 Nc6 e6 d5 Bxd5 Ba3 Bxc6+ bxc6 Bxd4 Qxd4 Qxd4,C30,4,7.47,238,Short,King's Gambit Declined |  Norwalde Variation,0.26,Intermediate,Intermediate,0.03
9345,QKlm0hw3,False,52,mate,black,12+5,e4 c5 Nc3 g6 f4 Bg7 Bc4 Nc6 Nf3 Nf6 e5 Nh5 Ng5 O-O d3 e6 Be3 d5 Bb3 d4 g4 dxc3 gxh5 cxb2 Rb1 Qa5+ Ke2 Nd4+ Bxd4 cxd4 Rxb2 Qc3 Rb1 b6 hxg6 fxg6 Nxe6 Bxe6 Bxe6+ Kh8 Rb5 Rxf4 Rf1 Raf8 Rd5 Qc6 Rd6 Qc5 Kd2 Qxe5 Rc6 Qe3#,B23,3,19.16,-129,Short,Sicilian Defense: Closed Variation,0.37,Intermediate,Intermediate,0.02
9346,xpubmFeE,True,57,resign,white,5+5,e4 c5 Nf3 d6 d4 cxd4 Qxd4 Nc6 Qa4 Bd7 Nc3 e6 Be3 Nge7 O-O-O Ne5 Qb4 Nxf3 gxf3 b6 Nb5 Nc6 Nxd6+ Bxd6 Qxd6 Qe7 Qg3 O-O Rg1 g6 Qd6 Rad8 Bh6 Rfe8 Bb5 Qh4 Bg5 Qxf2 Bxd8 Rxd8 Bxc6 Qe3+ Kb1 Qxf3 Bxd7 Qxe4 Qc7 Rf8 Qxa7 Ra8 Rge1 Qf3 Qxb6 Qg2 Bc6 Ra5 Bxg2,B53,7,14.74,-264,Short,Sicilian Defense: Chekhover Variation,0.26,Intermediate,Advanced,0.02
9348,NHRcERsd,True,24,resign,black,7+8,e4 c5 d4 cxd4 Qxd4 Nc6 Qe3 g6 a4 Bg7 Bc4 d6 Nf3 Nf6 c3 d5 exd5 Nxd5 Qe2 Bf5 Na3 O-O Bf4 Nxf4,B21,3,6.26,-15,Short,Sicilian Defense: Smith-Morra Gambit #2,0.26,Intermediate,Intermediate,0.04
9350,8Bw81Ynp,False,66,resign,black,10+0,e4 c5 d4 cxd4 Nf3 Nc6 Bf4 d6 e5 dxe5 Nxe5 Nxe5 Bxe5 Qa5+ Qd2 Qxe5+ Be2 a6 O-O Bd7 Na3 Nf6 f3 Qc5 b4 Qa7 Rad1 d3+ Rf2 dxe2 Re1 g6 c4 Bg7 c5 O-O Rfxe2 Be6 Qe3 b5 Qg5 Rfd8 Re5 Rd4 Nc2 Rc4 R1e2 Rd8 Kf2 a5 a3 axb4 axb4 Nd5 Qd2 Bxe5 Rxe5 Qa4 c6 Rxc6 Nd4 Rc4 Nxe6 fxe6 Rxe6 Rc2,B32,6,14.72,-331,Short,Sicilian Defense: Open #2,0.22,Intermediate,Advanced,0.01
9351,epiJi2wS,False,66,resign,black,10+0,e4 c5 Bc4 Nc6 Nf3 g6 d4 cxd4 Nxd4 Bg7 c3 d6 Nxc6 bxc6 O-O Nf6 Re1 O-O Bf4 Re8 Nd2 Qb6 Qb3 d5 exd5 Qxb3 axb3 cxd5 Bb5 Bd7 Bxd7 Nxd7 Ra5 e6 c4 dxc4 bxc4 Bxb2 c5 e5 c6 Nb6 Bxe5 Re6 Bxb2 Rxe1+ Nf1 Nc4 Rc5 Nxb2 c7 Rc8 g3 Re7 Rc2 Nd3 Rc3 Nb4 Rc4 Nd5 Ne3 Nxe3 fxe3 Rxe3 Kf2 Re7,B20,3,14.87,-331,Short,Sicilian Defense: Bowdler Attack,0.23,Intermediate,Advanced,0.02
9352,o77rqvZh,True,99,resign,white,11+10,e4 e5 f4 d5 exd5 Qxd5 Nc3 Qc5 Qe2 Bd6 Nf3 Bg4 h3 Bh5 g4 Nf6 gxh5 Nxh5 Rg1 Nxf4 Qe3 Qxe3+ dxe3 Ng6 Bb5+ c6 Bc4 Nd7 e4 f6 Be3 Bb4 Bd2 b5 Be6 Bc5 Rg4 Ke7 Bf5 a5 O-O-O Rad8 h4 Ndf8 h5 b4 hxg6 hxg6 Bxg6 Nxg6 Rxg6 bxc3 Bxc3 Be3+ Nd2 Bxd2+ Bxd2 Kf7 Bxa5 Rxd1+ Kxd1 Kxg6 b4 Rh4 c4 Rxe4 b5 cxb5 cxb5 Rd4+ Kc2 Rd5 a4 Kf7 Kc3 Ke6 Kb4 g5 b6 Rd4+ Kb5 Rd5+ Ka6 Rd6 Kb5 Kd7 b7 Rd5+ Ka6 Rxa5+ Kxa5 Kc7 Ka6 Kb8 a5 g4 Kb6 g3 a6,C31,5,26.87,-143,Short,King's Gambit |  Falkbeer Countergambit Accepted,0.27,Intermediate,Advanced,0.01
9353,z8xajoMQ,True,35,mate,white,5+15,e4 e6 Qe2 c5 Nf3 a6 d4 h6 d5 d6 Nc3 e5 b3 Nf6 Bb2 Bg4 O-O-O Nbd7 h3 Bh5 g4 Bg6 Rg1 Nb6 g5 hxg5 Nxg5 Nfd7 Qf3 Be7 Qg4 Bh5 Qf5 Bxd1 Qxf7#,C00,3,5.11,18,Short,French Defense: Chigorin Variation,0.15,Intermediate,Intermediate,0.03
9354,eLpFy54o,True,54,resign,black,8+0,e4 e5 f4 exf4 Nf3 g5 h3 d6 d4 h5 g3 g4 Nh4 fxg3 Nf5 Bxf5 exf5 Qh4 Be3 Bh6 Qe2 Bxe3 hxg4 Qxh1 Qxe3+ Kd7 Qxg3 Nf6 Nd2 Re8+ Kf2 Nxg4+ Qxg4 hxg4 Bb5+ c6 Rxh1 cxb5 Rh7 Rf8 Kg3 Nc6 c3 Ne7 Kxg4 Rg8+ Kf4 Nd5+ Ke4 Nf6+ Kf3 Nxh7 Ne4 Rae8,C37,6,8.67,-195,Short,King's Gambit Accepted: King Knight's Gambit,0.16,Intermediate,Advanced,0.02
9355,c02LbShM,True,49,resign,black,12+7,e4 c5 Bc4 e6 Nf3 a6 d4 b5 Bb3 c4 Bxc4 bxc4 Nc3 Bb7 e5 Nh6 Bxh6 gxh6 O-O Rg8 Qe2 Nc6 Qxc4 Nb4 Rac1 Bxf3 g3 Rc8 Qb3 h5 a3 Nc6 d5 Na5 Qa4 h4 Qd4 hxg3 fxg3 Bc5 Qxc5 Rxc5 Rxf3 Qb6 b4 Rxc3+ Kg2 Rxf3 Kxf3,B20,3,10.73,-198,Short,Sicilian Defense: Bowdler Attack,0.22,Intermediate,Advanced,0.02
9356,wmrYjsBG,True,37,mate,white,10+0,e4 e5 Nf3 Nf6 Nxe5 d6 Nf3 Nxe4 Nc3 Nxc3 dxc3 Be7 Bd3 Bg4 h3 Bh5 Bf4 O-O O-O Nd7 Be2 Re8 Nd4 Bxe2 Qxe2 Bg5 Qg4 Bxf4 Qxf4 Nf6 Rae1 Qd7 Nf5 Nd5 Qg4 Nf6 Qxg7#,C42,9,5.1,95,Short,Russian Game: Nimzowitsch Attack,0.14,Advanced,Advanced,0.03
9357,071xIJg0,True,81,resign,white,10+0,e4 e5 Nf3 Nc6 Bb5 d6 O-O Bd7 Nc3 Nf6 Re1 Nd4 Nxd4 exd4 Bxd7+ Qxd7 Nd5 Nxd5 exd5+ Be7 d3 O-O Qe2 Bf6 Bf4 Qb5 b3 Qxd5 Rad1 g6 Qg4 Be5 Bh6 Rfe8 Re2 Qe6 Qxe6 Rxe6 Rde1 f5 f4 Rae8 fxe5 dxe5 Bd2 a6 c3 dxc3 Bxc3 e4 dxe4 fxe4 Ba5 c6 Kf2 b5 Ke3 c5 Kf4 Rf8+ Ke3 g5 Kd2 Rfe8 Kc2 Re5 Bc3 R5e6 Bd2 b4 Bxg5 h5 Be3 Re5 Rf2 R5e6 Rf5 c4 bxc4 a5 Rxa5,C62,6,11.94,-53,Short,Ruy Lopez: Steinitz Defense,0.15,Advanced,Advanced,0.01
9358,zTlf7W2i,True,63,resign,white,10+2,e4 c5 Nf3 d6 c3 Nf6 d3 Nc6 Be2 e6 O-O Be7 h3 O-O Nbd2 d5 e5 Nd7 d4 cxd4 cxd4 f6 exf6 Nxf6 Nb3 Qc7 Bd3 Rd8 Re1 Nb4 Bb5 Nc2 Bf4 Bd6 Bxd6 Rxd6 Rc1 Qb6 Rxc2 Qxb5 Rc5 Qe8 Qc2 Rc6 Ne5 Rxc5 Nxc5 b6 Ncd3 Bb7 Nf4 Rc8 Qe2 Ne4 f3 Ng3 Qf2 Nf5 Ng4 Rc6 Nxd5 Nxd4 Qxd4,B50,5,11.14,21,Short,Sicilian Defense: Delayed Alapin,0.18,Advanced,Advanced,0.02
9359,y2MwR7RZ,True,52,resign,white,4+8,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 Bc4 e6 f3 Nc6 Be3 Bd7 Qd2 h6 O-O-O Be7 Kb1 Nxd4 Bxd4 b5 Bb3 b4 Ne2 a5 g4 a4 Bc4 d5 exd5 exd5 Bd3 b3 cxb3 axb3 a3 Bxa3 bxa3 Rxa3 Qb2 Qe7 Nc3 O-O Bxf6 gxf6 Nxd5 Qc5 Nxf6+ Kg7,B90,11,4.49,191,Short,Sicilian Defense: Najdorf |  Lipnitsky Attack,0.09,Advanced,Advanced,0.02
9360,z0j86a4F,True,52,resign,black,5+8,e4 c5 f4 Nc6 Bc4 e6 Nf3 d6 Nc3 a6 O-O Nf6 e5 d5 exf6 dxc4 fxg7 Bxg7 Ne4 Nd4 Nxc5 Nxf3+ Qxf3 Bd4+ Kh1 Bxc5 d3 cxd3 cxd3 Rb8 a3 b5 b4 Bb6 Bb2 Bb7 Qg3 Rf8 Qh3 Rg8 Rg1 Bxg1 Rxg1 Rc8 Qxh7 Rxg2 Qh8+ Kd7 Qd4+ Ke8 Qh8+ Rg8+,B21,3,9.19,79,Short,Sicilian Defense: McDonnell Attack,0.18,Advanced,Advanced,0.02
9361,uTaohUAT,True,64,resign,black,25+25,d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 Be2 O-O Bg5 Nbd7 Nf3 c6 O-O Qc7 Rc1 e5 d5 Nc5 Qc2 Bg4 b4 Na6 a3 Rac8 Be3 Bxf3 Bxf3 cxd5 Nxd5 Nxd5 exd5 Qe7 Rfe1 b6 Qa4 Nb8 g3 Rc7 Bg2 Rfc8 Bf1 Nd7 f4 f5 fxe5 Nxe5 Qb3 Nf3+ Kh1 Nxe1 Rxe1 Qe4+ Kg1 Re7 Bd3 Qf3 Bf1 Rce8 Bg2 Qg4 h3 Qxg3,E73,12,19.94,-301,Short,King's Indian Defense: Averbakh Variation |  Geller Defense,0.31,Advanced,Master,0.02
9362,GeR0xQq5,True,46,resign,black,10+0,d4 d5 c4 c6 Nf3 e6 Nc3 Bb4 Bg5 Bxc3+ bxc3 Qa5 Qd2 Nd7 e3 Ngf6 Bd3 Ne4 Bxe4 dxe4 Ne5 Nxe5 dxe5 O-O Be7 Re8 Bd6 f6 Qd4 fxe5 Bxe5 Re7 Qxe4 Rf7 O-O Rf5 Bd4 c5 Be5 Qa3 Rfd1 Qb2 Rd8+ Kf7 Rb1 Qxf2+,D11,5,5.62,-134,Short,Slav Defense: Modern Line,0.12,Advanced,Advanced,0.02
9363,r1bHHdSp,True,43,resign,white,9+11,e4 c5 f4 Nc6 Nf3 d6 Bc4 e6 d3 Nf6 O-O Be7 f5 d5 exd5 exd5 Bb3 O-O Nc3 Na5 Ne5 Nxb3 axb3 Qc7 Ng4 Rd8 Bg5 Qc6 Ne5 Qc7 Qe2 Bd6 Bxf6 gxf6 Nxd5 Qb8 Nxf6+ Kf8 Nxh7+ Kg7 f6+ Kxh7 Qh5+,B21,3,13.72,270,Short,Sicilian Defense: McDonnell Attack,0.32,Master,Advanced,0.02
9365,Cbvv7rN4,True,69,resign,white,8+0,d4 c6 e4 b6 Nf3 Na6 Bc4 Nc7 O-O Bb7 Bxf7+ Kxf7 Ne5+ Ke8 Qh5+ g6 Nxg6 Nf6 Qh3 Bg7 Nxh8 Bxh8 Nc3 e6 Bg5 Qe7 e5 Ncd5 Nxd5 cxd5 exf6 Bxf6 Qh5+ Kd8 Bxf6 Qxf6 Qxh7 Kc7 Qd3 Rg8 g3 Rh8 f4 Qh6 Rf2 d6 Rc1 e5 dxe5 dxe5 Qc3+ Kb8 Qxe5+ Ka8 Re1 Qc6 Qxh8+ Bc8 Re8 Kb7 Rxc8 Qxc8 Qxc8+ Kxc8 Rd2 Kc7 Rxd5 Kc6 Re5,B12,3,4.84,-155,Short,Caro-Kann Defense,0.07,Advanced,Advanced,0.01
9366,HJFaW72x,True,79,resign,white,6+10,e4 Nc6 d4 Nb4 Bd2 Nf6 Bxb4 Nxe4 Bd3 Nxf2 Kxf2 a5 Bc3 b6 Nf3 Ba6 Re1 d5 Ng5 f6 Ne6 Qd6 Bf5 g6 Bh3 Bc8 Kg1 Bxe6 Rxe6 Qf4 Bd2 Qxd4+ Kh1 Qxb2 Nc3 d4 Nd5 Rd8 Nxf6+ Kf7 Qf1 Qxc2 Bc1 h6 Nh5+ Ke8 Qb5+ Kf7 Qf1+ Ke8 Ba3 Qf5 Rxe7+ Bxe7 Ng7+ Kf7 Nxf5 gxf5 Bxe7 Kxe7 Re1+ Kd7 Bxf5+ Kc6 Qf3+ Rd5 Bd7+ Kxd7 Qxd5+ Kc8 Qa8+ Kd7 Qxh8 d3 Qd4+ Kc8 Qd5 Kb8 Re8+,B00,3,17.05,-76,Short,King's Pawn Game: Nimzowitsch Defense,0.22,Intermediate,Intermediate,0.01
9367,018JyEeA,True,47,mate,white,20+10,e4 e5 Nf3 d5 exd5 Qxd5 Nc3 Qe6 a3 a6 h3 Bd7 Bd3 Bc6 O-O Nf6 Nxe5 Be7 Re1 Qd6 Bc4 Nbd7 Nxf7 Qc5 d3 Rf8 Be3 Qh5 Qxh5 Nxh5 Ng5 h6 Ne6 Nhf6 Nxc7+ Kd8 Nxa8 b5 Bb3 Bxa8 Be6 Nb8 Bg4 b4 axb4 Bxb4 Bb6#,C40,4,12.83,7,Short,Elephant Gambit,0.27,Intermediate,Intermediate,0.02
9368,d34ywqnx,True,40,outoftime,black,20+10,e4 e5 Nf3 Nc6 Bc4 h6 d3 Nf6 h3 Bc5 a3 a6 Nc3 b5 Bd5 Bb7 Bxc6 Bxc6 O-O d6 b4 Bb6 Bb2 O-O Ne2 a5 d4 Bxe4 Nd2 Bb7 dxe5 dxe5 Bxe5 Qd5 Nf3 Qc4 Nfd4 Rad8 c3 axb4,C55,6,31.94,-111,Short,Italian Game: Anti-Fried Liver Defense,0.8,Intermediate,Advanced,0.03
9369,pe8wu9Ud,True,58,mate,black,20+10,e4 b6 d4 Bb7 Nc3 g6 Nf3 Bg7 Bd3 d6 Bf4 Nd7 O-O Ngf6 Bg5 O-O Bxf6 Nxf6 h3 c5 d5 Bc8 Re1 Nd7 Rb1 Ne5 Nxe5 Bxe5 Ne2 f5 Ng3 f4 Nh1 Qe8 f3 Qf7 Nf2 h5 c3 Qf6 Be2 Qg5 Rf1 Qf6 Qa4 Bb7 Qc2 g5 Kh2 g4 fxg4 f3+ Kh1 fxg2+ Kxg2 Qf4 Nh1 Qh2#,B00,2,25.63,-191,Short,Owen Defense,0.44,Intermediate,Advanced,0.02
9370,JoiwM97y,True,106,outoftime,black,20+10,e4 e5 Bc4 Nc6 Nf3 h6 a3 Nf6 Nc3 d6 d3 Bg4 h3 Bh5 O-O Nd4 Be3 Nxf3+ gxf3 Qd7 Kh2 c6 d4 exd4 Bxd4 b5 Bb3 c5 Bxf6 gxf6 Qe2 a6 a4 b4 Nd5 Qd8 Bc4 Be7 Bxa6 Bxf3 Qxf3 Rxa6 b3 Kd7 Qd3 Rc6 Qb5 Qb8 Qc4 Rg8 Nxf6+ Bxf6 Qxf7+ Be7 Rg1 Rf8 Qd5 Rxf2+ Kh1 Qf8 Rg3 Rf1+ Rxf1 Qxf1+ Kh2 Qf4 Qh5 Rc8 Qf3 Bg5 Kg2 Qd2+ Kf1 Qc1+ Ke2 Qxc2+ Kf1 Qc1+ Ke2 Qf4 e5 Qxe5+ Kd3 Qc3+ Ke4 Qxf3+ Rxf3 Re8+ Kd5 Re5+ Kc4 Kc6 Rd3 Re3 Rxe3 Bxe3 h4 d5+ Kd3 d4 h5 Bf4 Kc4 Bc7 Kd3 Kd5,C55,6,38.41,-86,Short,Italian Game: Anti-Fried Liver Defense,0.36,Intermediate,Advanced,0.01
9371,fmmyENlR,True,74,mate,black,20+10,e4 e5 Nf3 Nc6 Bc4 Bc5 d3 h6 h3 Qf6 a3 Nd4 Nxd4 Bxd4 O-O c6 a4 Ne7 Nd2 Qg6 Kh2 d5 exd5 cxd5 Bb5+ Nc6 Bxc6+ bxc6 Nf3 Bb6 Nxe5 Bc7 Bf4 Qf5 Qf3 f6 g4 Qxf4+ Qxf4 Bxe5 Rfe1 O-O Qxe5 fxe5 Rxe5 Rxf2+ Kg3 Rxc2 Kh4 Ba6 Rf1 Bxd3 Rfe1 Be4 Re6 Kh7 Rf1 Bg6 Rf4 Re8 Rd6 Re4 Rf3 Rxa4 Rd7 Be8 Re7 Re4 Rb7 Rg2 Rxa7 Kg8 Raa3 g5#,C50,7,32.8,-107,Short,Italian Game: Giuoco Pianissimo,0.44,Intermediate,Advanced,0.01
9372,BtWQFLbW,True,49,resign,white,20+10,e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Na5 Bb3 Nxb3 axb3 Nxd5 d4 Be7 Nf3 e4 Nfd2 Nf4 O-O O-O Nxe4 Qd5 Qf3 Bf5 Nbc3 Bxe4 Nxe4 Ne6 Nf6+ Bxf6 Qxd5 Nxd4 Qc4 c6 Be3 Rad8 c3 Nf5 Bxa7 Nd6 Qb4 b5 Bc5 Be5 Rad1 Ne4 Bxf8,C57,10,20.98,9,Short,Italian Game: Two Knights Defense |  Polerio Defense,0.43,Intermediate,Intermediate,0.02
9373,UxYJFGp8,True,40,resign,black,20+10,e4 e5 Nf3 Nc6 Bc4 h6 Nc3 Nf6 a3 a6 h3 Bc5 Bd5 O-O Bxc6 dxc6 d3 Bd6 O-O c5 Bd2 Nh7 Ne2 f5 exf5 Bxf5 Ng3 Be6 c4 Qf6 Re1 Bxh3 gxh3 Qxf3 Qxf3 Rxf3 Kg2 Rxd3 Nf5 Rxd2,C55,6,8.27,-237,Short,Italian Game: Anti-Fried Liver Defense,0.21,Intermediate,Advanced,0.03
9374,RH7eA7dl,True,44,resign,black,20+10,e4 e5 Nf3 Nf6 Nc3 Bb4 d3 d6 Bd2 Bxc3 Bxc3 Nc6 h3 Nd4 Nxd4 exd4 Bxd4 Be6 Be2 Qd7 a3 Qa4 Bxf6 gxf6 Bf3 O-O-O b3 Qe8 c4 Rg8 Rb1 f5 exf5 Bxf5+ Be4 Bxe4 dxe4 Qxe4+ Qe2 Qxb1+ Qd1 Rge8+ Kd2 Qg6,C42,5,7.81,178,Short,Russian Game: Three Knights Game,0.18,Advanced,Intermediate,0.02
9375,AeWVTOHx,True,39,resign,white,20+10,e4 e5 Nf3 f6 a3 Nc6 Nc3 a6 Bc4 b5 Bd5 Bb7 Bxc6 Bxc6 d3 d5 exd5 Bxd5 O-O c6 Re1 Qb6 d4 O-O-O dxe5 Bxf3 Qxf3 Be7 Qg4+ Kb7 Qxg7 Nh6 Qxe7+ Qc7 Qxc7+ Kxc7 Bxh6 Rde8 exf6,C40,4,7.22,115,Short,King's Pawn Game: Damiano Defense,0.19,Intermediate,Intermediate,0.03
